# of Doc     Predicted Review     True Review
   1       |       neg       |       pos
   11654       |       neg       |       pos
   11655       |       pos       |       pos
   11656       |       neg       |       pos
   11657       |       pos       |       pos
   11658       |       pos       |       pos
   11659       |       pos       |       pos
   11660       |       pos       |       pos
   11661       |       pos       |       pos
   11662       |       neg       |       pos
   11663       |       pos       |       pos
   11664       |       neg       |       pos
   11665       |       pos       |       pos
   11666       |       pos       |       pos
   11667       |       pos       |       pos
   11668       |       pos       |       pos
   11669       |       pos       |       pos
   11670       |       pos       |       pos
   11671       |       pos       |       pos
   11672       |       pos       |       pos
   11673       |       pos       |       pos
   11674       |       pos       |       pos
   11675       |       pos       |       pos
   11676       |       pos       |       pos
   11677       |       neg       |       pos
   11678       |       pos       |       pos
   11679       |       pos       |       pos
   11680       |       neg       |       pos
   11681       |       pos       |       pos
   11682       |       pos       |       pos
   11683       |       neg       |       pos
   11684       |       pos       |       pos
   11685       |       pos       |       pos
   11686       |       pos       |       pos
   11687       |       pos       |       pos
   11688       |       neg       |       pos
   11689       |       neg       |       pos
   11690       |       pos       |       pos
   11691       |       pos       |       pos
   11692       |       pos       |       pos
   11693       |       pos       |       pos
   11694       |       neg       |       pos
   11695       |       pos       |       pos
   11696       |       pos       |       pos
   11697       |       pos       |       pos
   11698       |       pos       |       pos
   11699       |       pos       |       pos
   11700       |       neg       |       pos
   11701       |       neg       |       pos
   11702       |       neg       |       pos
   11703       |       pos       |       pos
   11704       |       pos       |       pos
   11705       |       neg       |       pos
   11706       |       pos       |       pos
   11707       |       pos       |       pos
   11708       |       pos       |       pos
   11709       |       pos       |       pos
   11710       |       pos       |       pos
   11711       |       pos       |       pos
   11712       |       pos       |       pos
   11713       |       pos       |       pos
   11714       |       pos       |       pos
   11715       |       pos       |       pos
   11716       |       neg       |       pos
   11717       |       neg       |       pos
   11718       |       pos       |       pos
   11719       |       pos       |       pos
   11720       |       pos       |       pos
   11721       |       pos       |       pos
   11722       |       neg       |       pos
   11723       |       pos       |       pos
   11724       |       neg       |       pos
   11725       |       pos       |       pos
   11726       |       pos       |       pos
   11727       |       neg       |       pos
   11728       |       neg       |       pos
   11729       |       pos       |       pos
   11730       |       neg       |       pos
   11731       |       pos       |       pos
   11732       |       pos       |       pos
   11733       |       pos       |       pos
   11734       |       pos       |       pos
   11735       |       neg       |       pos
   11736       |       pos       |       pos
   11737       |       pos       |       pos
   11738       |       pos       |       pos
   11739       |       neg       |       pos
   11740       |       pos       |       pos
   11741       |       neg       |       pos
   11742       |       pos       |       pos
   11743       |       pos       |       pos
   11744       |       pos       |       pos
   11745       |       pos       |       pos
   11746       |       pos       |       pos
   11747       |       pos       |       pos
   11748       |       neg       |       pos
   11749       |       pos       |       pos
   11750       |       neg       |       pos
   11751       |       pos       |       pos
   11752       |       pos       |       pos
   11753       |       neg       |       pos
   11754       |       pos       |       pos
   11755       |       pos       |       pos
   11756       |       neg       |       pos
   11757       |       pos       |       pos
   11758       |       pos       |       pos
   11759       |       pos       |       pos
   11760       |       pos       |       pos
   11761       |       neg       |       pos
   11762       |       neg       |       pos
   11763       |       pos       |       pos
   11764       |       pos       |       pos
   11765       |       pos       |       pos
   11766       |       pos       |       pos
   11767       |       pos       |       pos
   11768       |       pos       |       pos
   11769       |       neg       |       pos
   11770       |       neg       |       pos
   11771       |       pos       |       pos
   11772       |       neg       |       pos
   11773       |       neg       |       pos
   11774       |       pos       |       pos
   11775       |       pos       |       pos
   11776       |       neg       |       pos
   11777       |       neg       |       pos
   11778       |       pos       |       pos
   11779       |       pos       |       pos
   11780       |       pos       |       pos
   11781       |       pos       |       pos
   11782       |       pos       |       pos
   11783       |       pos       |       pos
   11784       |       pos       |       pos
   11785       |       pos       |       pos
   11786       |       pos       |       pos
   11787       |       pos       |       pos
   11788       |       pos       |       pos
   11789       |       neg       |       pos
   11790       |       pos       |       pos
   11791       |       pos       |       pos
   11792       |       neg       |       pos
   11793       |       pos       |       pos
   11794       |       neg       |       pos
   11795       |       pos       |       pos
   11796       |       pos       |       pos
   11797       |       neg       |       pos
   11798       |       pos       |       pos
   11799       |       pos       |       pos
   11800       |       neg       |       pos
   11801       |       pos       |       pos
   11802       |       neg       |       pos
   11803       |       neg       |       pos
   11804       |       pos       |       pos
   11805       |       pos       |       pos
   11806       |       pos       |       pos
   11807       |       pos       |       pos
   11808       |       pos       |       pos
   11809       |       pos       |       pos
   11810       |       pos       |       pos
   11811       |       neg       |       pos
   11812       |       pos       |       pos
   11813       |       pos       |       pos
   11814       |       pos       |       pos
   11815       |       pos       |       pos
   11816       |       pos       |       pos
   11817       |       pos       |       pos
   11818       |       pos       |       pos
   11819       |       pos       |       pos
   11820       |       pos       |       pos
   11821       |       pos       |       pos
   11822       |       pos       |       pos
   11823       |       pos       |       pos
   11824       |       pos       |       pos
   11825       |       pos       |       pos
   11826       |       neg       |       pos
   11827       |       pos       |       pos
   11828       |       neg       |       pos
   11829       |       pos       |       pos
   11830       |       pos       |       pos
   11831       |       pos       |       pos
   11832       |       pos       |       pos
   11833       |       pos       |       pos
   11834       |       pos       |       pos
   11835       |       neg       |       pos
   11836       |       pos       |       pos
   11837       |       pos       |       pos
   11838       |       pos       |       pos
   11839       |       pos       |       pos
   11840       |       neg       |       pos
   11841       |       pos       |       pos
   11842       |       pos       |       pos
   11843       |       pos       |       pos
   11844       |       pos       |       pos
   11845       |       pos       |       pos
   11846       |       neg       |       pos
   11847       |       neg       |       pos
   11848       |       pos       |       pos
   11849       |       pos       |       pos
   11850       |       pos       |       pos
   11851       |       pos       |       pos
   11852       |       pos       |       pos
   11853       |       pos       |       pos
   11854       |       pos       |       pos
   11855       |       pos       |       pos
   11856       |       pos       |       pos
   11857       |       pos       |       pos
   11858       |       pos       |       pos
   11859       |       pos       |       pos
   11860       |       neg       |       pos
   11861       |       pos       |       pos
   11862       |       neg       |       pos
   11863       |       pos       |       pos
   11864       |       neg       |       pos
   11865       |       pos       |       pos
   11866       |       pos       |       pos
   11867       |       pos       |       pos
   11868       |       pos       |       pos
   11869       |       pos       |       pos
   11870       |       neg       |       pos
   11871       |       pos       |       pos
   11872       |       pos       |       pos
   11873       |       pos       |       pos
   11874       |       pos       |       pos
   11875       |       neg       |       pos
   11876       |       pos       |       pos
   11877       |       pos       |       pos
   11878       |       pos       |       pos
   11879       |       pos       |       pos
   11880       |       pos       |       pos
   11881       |       pos       |       pos
   11882       |       neg       |       pos
   11883       |       pos       |       pos
   11884       |       neg       |       pos
   11885       |       neg       |       pos
   11886       |       pos       |       pos
   11887       |       pos       |       pos
   11888       |       neg       |       pos
   11889       |       neg       |       pos
   11890       |       pos       |       pos
   11891       |       pos       |       pos
   11892       |       pos       |       pos
   11893       |       pos       |       pos
   11894       |       pos       |       pos
   11895       |       pos       |       pos
   11896       |       pos       |       pos
   11897       |       pos       |       pos
   11898       |       pos       |       pos
   11899       |       pos       |       pos
   11900       |       neg       |       pos
   11901       |       pos       |       pos
   11902       |       neg       |       pos
   11903       |       neg       |       pos
   11904       |       neg       |       pos
   11905       |       pos       |       pos
   11906       |       pos       |       pos
   11907       |       pos       |       pos
   11908       |       pos       |       pos
   11909       |       pos       |       pos
   11910       |       pos       |       pos
   11911       |       pos       |       pos
   11912       |       pos       |       pos
   11913       |       neg       |       pos
   11914       |       pos       |       pos
   11915       |       pos       |       pos
   11916       |       pos       |       pos
   11917       |       pos       |       pos
   11918       |       pos       |       pos
   11919       |       pos       |       pos
   11920       |       pos       |       pos
   11921       |       pos       |       pos
   11922       |       neg       |       pos
   11923       |       pos       |       pos
   11924       |       pos       |       pos
   11925       |       pos       |       pos
   11926       |       pos       |       pos
   11927       |       neg       |       pos
   11928       |       neg       |       pos
   11929       |       neg       |       pos
   11930       |       pos       |       pos
   11931       |       pos       |       pos
   11932       |       pos       |       pos
   11933       |       pos       |       pos
   11934       |       neg       |       pos
   11935       |       neg       |       pos
   11936       |       pos       |       pos
   11937       |       pos       |       pos
   11938       |       pos       |       pos
   11939       |       neg       |       pos
   11940       |       pos       |       pos
   11941       |       pos       |       pos
   11942       |       pos       |       pos
   11943       |       pos       |       pos
   11944       |       pos       |       pos
   11945       |       pos       |       pos
   11946       |       pos       |       pos
   11947       |       pos       |       pos
   11948       |       pos       |       pos
   11949       |       pos       |       pos
   11950       |       pos       |       pos
   11951       |       pos       |       pos
   11952       |       pos       |       pos
   11953       |       pos       |       pos
   11954       |       pos       |       pos
   11955       |       pos       |       pos
   11956       |       pos       |       pos
   11957       |       pos       |       pos
   11958       |       pos       |       pos
   11959       |       pos       |       pos
   11960       |       pos       |       pos
   11961       |       pos       |       pos
   11962       |       neg       |       pos
   11963       |       pos       |       pos
   11964       |       pos       |       pos
   11965       |       neg       |       pos
   11966       |       pos       |       pos
   11967       |       pos       |       pos
   11968       |       pos       |       pos
   11969       |       pos       |       pos
   11970       |       pos       |       pos
   11971       |       pos       |       pos
   11972       |       pos       |       pos
   11973       |       pos       |       pos
   11974       |       pos       |       pos
   11975       |       pos       |       pos
   11976       |       pos       |       pos
   11977       |       pos       |       pos
   11978       |       neg       |       pos
   11979       |       pos       |       pos
   11980       |       pos       |       pos
   11981       |       pos       |       pos
   11982       |       pos       |       pos
   11983       |       pos       |       pos
   11984       |       pos       |       pos
   11985       |       pos       |       pos
   11986       |       pos       |       pos
   11987       |       pos       |       pos
   11988       |       neg       |       pos
   11989       |       pos       |       pos
   11990       |       pos       |       pos
   11991       |       pos       |       pos
   11992       |       pos       |       pos
   11993       |       pos       |       pos
   11994       |       pos       |       pos
   11995       |       pos       |       pos
   11996       |       neg       |       pos
   11997       |       neg       |       pos
   11998       |       pos       |       pos
   11999       |       pos       |       pos
   12000       |       pos       |       pos
   12001       |       pos       |       pos
   12002       |       pos       |       pos
   12003       |       pos       |       pos
   12004       |       pos       |       pos
   12005       |       neg       |       pos
   12006       |       pos       |       pos
   12007       |       pos       |       pos
   12008       |       pos       |       pos
   12009       |       pos       |       pos
   12010       |       pos       |       pos
   12011       |       pos       |       pos
   12012       |       neg       |       pos
   12013       |       pos       |       pos
   12014       |       neg       |       pos
   12015       |       neg       |       pos
   12016       |       pos       |       pos
   12017       |       pos       |       pos
   12018       |       pos       |       pos
   12019       |       pos       |       pos
   12020       |       pos       |       pos
   12021       |       neg       |       pos
   12022       |       pos       |       pos
   12023       |       pos       |       pos
   12024       |       pos       |       pos
   12025       |       neg       |       pos
   12026       |       pos       |       pos
   12027       |       pos       |       pos
   12028       |       pos       |       pos
   12029       |       neg       |       pos
   12030       |       neg       |       pos
   12031       |       pos       |       pos
   12032       |       pos       |       pos
   12033       |       pos       |       pos
   12034       |       pos       |       pos
   12035       |       neg       |       pos
   12036       |       neg       |       pos
   12037       |       pos       |       pos
   12038       |       pos       |       pos
   12039       |       pos       |       pos
   12040       |       pos       |       pos
   12041       |       neg       |       pos
   12042       |       neg       |       pos
   12043       |       pos       |       pos
   12044       |       neg       |       pos
   12045       |       pos       |       pos
   12046       |       neg       |       pos
   12047       |       pos       |       pos
   12048       |       pos       |       pos
   12049       |       pos       |       pos
   12050       |       neg       |       pos
   12051       |       pos       |       pos
   12052       |       pos       |       pos
   12053       |       pos       |       pos
   12054       |       pos       |       pos
   12055       |       pos       |       pos
   12056       |       pos       |       pos
   12057       |       neg       |       pos
   12058       |       pos       |       pos
   12059       |       pos       |       pos
   12060       |       pos       |       pos
   12061       |       neg       |       pos
   12062       |       pos       |       pos
   12063       |       pos       |       pos
   12064       |       pos       |       pos
   12065       |       neg       |       pos
   12066       |       pos       |       pos
   12067       |       pos       |       pos
   12068       |       pos       |       pos
   12069       |       pos       |       pos
   12070       |       pos       |       pos
   12071       |       pos       |       pos
   12072       |       neg       |       pos
   12073       |       pos       |       pos
   12074       |       neg       |       pos
   12075       |       pos       |       pos
   12076       |       neg       |       pos
   12077       |       pos       |       pos
   12078       |       pos       |       pos
   12079       |       pos       |       pos
   12080       |       neg       |       pos
   12081       |       pos       |       pos
   12082       |       pos       |       pos
   12083       |       neg       |       pos
   12084       |       pos       |       pos
   12085       |       pos       |       pos
   12086       |       pos       |       pos
   12087       |       pos       |       pos
   12088       |       neg       |       pos
   12089       |       pos       |       pos
   12090       |       neg       |       pos
   12091       |       pos       |       pos
   12092       |       pos       |       pos
   12093       |       pos       |       pos
   12094       |       pos       |       pos
   12095       |       pos       |       pos
   12096       |       neg       |       pos
   12097       |       pos       |       pos
   12098       |       neg       |       pos
   12099       |       pos       |       pos
   12100       |       pos       |       pos
   12101       |       pos       |       pos
   12102       |       pos       |       pos
   12103       |       pos       |       pos
   12104       |       neg       |       pos
   12105       |       pos       |       pos
   12106       |       pos       |       pos
   12107       |       pos       |       pos
   12108       |       pos       |       pos
   12109       |       pos       |       pos
   12110       |       pos       |       pos
   12111       |       pos       |       pos
   12112       |       pos       |       pos
   12113       |       pos       |       pos
   12114       |       pos       |       pos
   12115       |       pos       |       pos
   12116       |       pos       |       pos
   12117       |       neg       |       pos
   12118       |       pos       |       pos
   12119       |       pos       |       pos
   12120       |       pos       |       pos
   12121       |       pos       |       pos
   12122       |       neg       |       pos
   12123       |       neg       |       pos
   12124       |       pos       |       pos
   12125       |       neg       |       pos
   12126       |       pos       |       pos
   12127       |       pos       |       pos
   12128       |       pos       |       pos
   12129       |       pos       |       pos
   12130       |       pos       |       pos
   12131       |       pos       |       pos
   12132       |       pos       |       pos
   12133       |       pos       |       pos
   12134       |       pos       |       pos
   12135       |       pos       |       pos
   12136       |       pos       |       pos
   12137       |       pos       |       pos
   12138       |       neg       |       pos
   12139       |       neg       |       pos
   12140       |       pos       |       pos
   12141       |       pos       |       pos
   12142       |       pos       |       pos
   12143       |       pos       |       pos
   12144       |       pos       |       pos
   12145       |       neg       |       pos
   12146       |       pos       |       pos
   12147       |       pos       |       pos
   12148       |       pos       |       pos
   12149       |       pos       |       pos
   12150       |       pos       |       pos
   12151       |       neg       |       pos
   12152       |       pos       |       pos
   12153       |       pos       |       pos
   12154       |       pos       |       pos
   12155       |       neg       |       pos
   12156       |       pos       |       pos
   12157       |       pos       |       pos
   12158       |       pos       |       pos
   12159       |       pos       |       pos
   12160       |       pos       |       pos
   12161       |       neg       |       pos
   12162       |       pos       |       pos
   12163       |       pos       |       pos
   12164       |       neg       |       pos
   12165       |       pos       |       pos
   12166       |       pos       |       pos
   12167       |       pos       |       pos
   12168       |       pos       |       pos
   12169       |       neg       |       pos
   12170       |       neg       |       pos
   12171       |       neg       |       pos
   12172       |       neg       |       pos
   12173       |       pos       |       pos
   12174       |       pos       |       pos
   12175       |       pos       |       pos
   12176       |       pos       |       pos
   12177       |       pos       |       pos
   12178       |       pos       |       pos
   12179       |       pos       |       pos
   12180       |       pos       |       pos
   12181       |       pos       |       pos
   12182       |       pos       |       pos
   12183       |       neg       |       pos
   12184       |       pos       |       pos
   12185       |       pos       |       pos
   12186       |       pos       |       pos
   12187       |       pos       |       pos
   12188       |       pos       |       pos
   12189       |       pos       |       pos
   12190       |       pos       |       pos
   12191       |       pos       |       pos
   12192       |       pos       |       pos
   12193       |       pos       |       pos
   12194       |       pos       |       pos
   12195       |       pos       |       pos
   12196       |       pos       |       pos
   12197       |       pos       |       pos
   12198       |       neg       |       pos
   12199       |       pos       |       pos
   12200       |       pos       |       pos
   12201       |       pos       |       pos
   12202       |       pos       |       pos
   12203       |       neg       |       pos
   12204       |       neg       |       pos
   12205       |       neg       |       pos
   12206       |       pos       |       pos
   12207       |       pos       |       pos
   12208       |       neg       |       pos
   12209       |       neg       |       pos
   12210       |       pos       |       pos
   12211       |       neg       |       pos
   12212       |       pos       |       pos
   12213       |       neg       |       pos
   12214       |       neg       |       pos
   12215       |       neg       |       pos
   12216       |       pos       |       pos
   12217       |       neg       |       pos
   12218       |       pos       |       pos
   12219       |       pos       |       pos
   12220       |       pos       |       pos
   12221       |       neg       |       pos
   12222       |       pos       |       pos
   12223       |       pos       |       pos
   12224       |       pos       |       pos
   12225       |       pos       |       pos
   12226       |       pos       |       pos
   12227       |       neg       |       pos
   12228       |       pos       |       pos
   12229       |       pos       |       pos
   12230       |       pos       |       pos
   12231       |       pos       |       pos
   12232       |       pos       |       pos
   12233       |       neg       |       pos
   12234       |       pos       |       pos
   12235       |       pos       |       pos
   12236       |       pos       |       pos
   12237       |       pos       |       pos
   12238       |       pos       |       pos
   12239       |       pos       |       pos
   12240       |       pos       |       pos
   12241       |       neg       |       pos
   12242       |       pos       |       pos
   12243       |       pos       |       pos
   12244       |       pos       |       pos
   12245       |       neg       |       pos
   12246       |       pos       |       pos
   12247       |       pos       |       pos
   12248       |       pos       |       pos
   12249       |       neg       |       pos
   12250       |       pos       |       pos
   12251       |       pos       |       pos
   12252       |       pos       |       pos
   12253       |       neg       |       pos
   12254       |       pos       |       pos
   12255       |       neg       |       pos
   12256       |       pos       |       pos
   12257       |       pos       |       pos
   12258       |       pos       |       pos
   12259       |       pos       |       pos
   12260       |       neg       |       pos
   12261       |       pos       |       pos
   12262       |       neg       |       pos
   12263       |       neg       |       pos
   12264       |       pos       |       pos
   12265       |       pos       |       pos
   12266       |       pos       |       pos
   12267       |       pos       |       pos
   12268       |       neg       |       pos
   12269       |       pos       |       pos
   12270       |       pos       |       pos
   12271       |       pos       |       pos
   12272       |       pos       |       pos
   12273       |       pos       |       pos
   12274       |       pos       |       pos
   12275       |       neg       |       pos
   12276       |       pos       |       pos
   12277       |       pos       |       pos
   12278       |       pos       |       pos
   12279       |       pos       |       pos
   12280       |       pos       |       pos
   12281       |       neg       |       pos
   12282       |       pos       |       pos
   12283       |       neg       |       pos
   12284       |       pos       |       pos
   12285       |       neg       |       pos
   12286       |       pos       |       pos
   12287       |       pos       |       pos
   12288       |       pos       |       pos
   12289       |       pos       |       pos
   12290       |       pos       |       pos
   12291       |       pos       |       pos
   12292       |       pos       |       pos
   12293       |       pos       |       pos
   12294       |       pos       |       pos
   12295       |       pos       |       pos
   12296       |       pos       |       pos
   12297       |       pos       |       pos
   12298       |       pos       |       pos
   12299       |       pos       |       pos
   12300       |       neg       |       pos
   12301       |       pos       |       pos
   12302       |       neg       |       pos
   12303       |       neg       |       pos
   12304       |       pos       |       pos
   12305       |       pos       |       pos
   12306       |       pos       |       pos
   12307       |       neg       |       pos
   12308       |       neg       |       pos
   12309       |       neg       |       pos
   12310       |       neg       |       pos
   12311       |       neg       |       pos
   12312       |       pos       |       pos
   12313       |       pos       |       pos
   12314       |       pos       |       pos
   12315       |       pos       |       pos
   12316       |       pos       |       pos
   12317       |       pos       |       pos
   12318       |       pos       |       pos
   12319       |       neg       |       pos
   12320       |       pos       |       pos
   12321       |       pos       |       pos
   12322       |       pos       |       pos
   12323       |       pos       |       pos
   12324       |       neg       |       pos
   12325       |       pos       |       pos
   12326       |       pos       |       pos
   12327       |       pos       |       pos
   12328       |       pos       |       pos
   12329       |       pos       |       pos
   12330       |       neg       |       pos
   12331       |       pos       |       pos
   12332       |       pos       |       pos
   12333       |       pos       |       pos
   12334       |       neg       |       pos
   12335       |       pos       |       pos
   12336       |       pos       |       pos
   12337       |       pos       |       pos
   12338       |       neg       |       pos
   12339       |       pos       |       pos
   12340       |       neg       |       pos
   12341       |       pos       |       pos
   12342       |       pos       |       pos
   12343       |       pos       |       pos
   12344       |       pos       |       pos
   12345       |       pos       |       pos
   12346       |       pos       |       pos
   12347       |       neg       |       pos
   12348       |       pos       |       pos
   12349       |       pos       |       pos
   12350       |       pos       |       pos
   12351       |       pos       |       pos
   12352       |       neg       |       pos
   12353       |       pos       |       pos
   12354       |       pos       |       pos
   12355       |       pos       |       pos
   12356       |       neg       |       pos
   12357       |       pos       |       pos
   12358       |       pos       |       pos
   12359       |       pos       |       pos
   12360       |       neg       |       pos
   12361       |       pos       |       pos
   12362       |       pos       |       pos
   12363       |       pos       |       pos
   12364       |       pos       |       pos
   12365       |       pos       |       pos
   12366       |       pos       |       pos
   12367       |       pos       |       pos
   12368       |       pos       |       pos
   12369       |       pos       |       pos
   12370       |       pos       |       pos
   12371       |       pos       |       pos
   12372       |       pos       |       pos
   12373       |       pos       |       pos
   12374       |       pos       |       pos
   12375       |       pos       |       pos
   12376       |       pos       |       pos
   12377       |       pos       |       pos
   12378       |       neg       |       pos
   12379       |       pos       |       pos
   12380       |       neg       |       pos
   12381       |       pos       |       pos
   12382       |       pos       |       pos
   12383       |       pos       |       pos
   12384       |       pos       |       pos
   12385       |       neg       |       pos
   12386       |       pos       |       pos
   12387       |       pos       |       pos
   12388       |       pos       |       pos
   12389       |       neg       |       pos
   12390       |       pos       |       pos
   12391       |       neg       |       pos
   12392       |       pos       |       pos
   12393       |       pos       |       pos
   12394       |       pos       |       pos
   12395       |       pos       |       pos
   12396       |       pos       |       pos
   12397       |       pos       |       pos
   12398       |       pos       |       pos
   12399       |       neg       |       pos
   12400       |       pos       |       pos
   12401       |       neg       |       pos
   12402       |       pos       |       pos
   12403       |       pos       |       pos
   12404       |       pos       |       pos
   12405       |       neg       |       pos
   12406       |       pos       |       pos
   12407       |       pos       |       pos
   12408       |       pos       |       pos
   12409       |       pos       |       pos
   12410       |       pos       |       pos
   12411       |       neg       |       pos
   12412       |       pos       |       pos
   12413       |       neg       |       pos
   12414       |       neg       |       pos
   12415       |       pos       |       pos
   12416       |       neg       |       pos
   12417       |       pos       |       pos
   12418       |       pos       |       pos
   12419       |       pos       |       pos
   12420       |       pos       |       pos
   12421       |       pos       |       pos
   12422       |       neg       |       pos
   12423       |       pos       |       pos
   12424       |       pos       |       pos
   12425       |       neg       |       pos
   12426       |       neg       |       pos
   12427       |       pos       |       pos
   12428       |       pos       |       pos
   12429       |       pos       |       pos
   12430       |       pos       |       pos
   12431       |       pos       |       pos
   12432       |       neg       |       pos
   12433       |       neg       |       pos
   12434       |       pos       |       pos
   12435       |       pos       |       pos
   12436       |       pos       |       pos
   12437       |       neg       |       pos
   12438       |       pos       |       pos
   12439       |       pos       |       pos
   12440       |       neg       |       pos
   12441       |       pos       |       pos
   12442       |       neg       |       pos
   12443       |       pos       |       pos
   12444       |       neg       |       pos
   12445       |       pos       |       pos
   12446       |       pos       |       pos
   12447       |       pos       |       pos
   12448       |       pos       |       pos
   12449       |       neg       |       pos
   12450       |       pos       |       pos
   12451       |       neg       |       pos
   12452       |       pos       |       pos
   12453       |       neg       |       pos
   12454       |       pos       |       pos
   12455       |       pos       |       pos
   12456       |       pos       |       pos
   12457       |       pos       |       pos
   12458       |       pos       |       pos
   12459       |       neg       |       pos
   12460       |       neg       |       pos
   12461       |       pos       |       pos
   12462       |       pos       |       pos
   12463       |       pos       |       pos
   12464       |       pos       |       pos
   12465       |       pos       |       pos
   12466       |       neg       |       pos
   12467       |       pos       |       pos
   12468       |       pos       |       pos
   12469       |       pos       |       pos
   12470       |       pos       |       pos
   12471       |       pos       |       pos
   12472       |       pos       |       pos
   12473       |       pos       |       pos
   12474       |       neg       |       pos
   12475       |       pos       |       pos
   12476       |       pos       |       pos
   12477       |       pos       |       pos
   12478       |       pos       |       pos
   12479       |       pos       |       pos
   12480       |       neg       |       pos
   12481       |       pos       |       pos
   12482       |       neg       |       pos
   12483       |       pos       |       pos
   12484       |       neg       |       pos
   12485       |       pos       |       pos
   12486       |       neg       |       pos
   12487       |       pos       |       pos
   12488       |       pos       |       pos
   12489       |       neg       |       pos
   12490       |       neg       |       pos
   12491       |       neg       |       pos
   12492       |       pos       |       pos
   12493       |       pos       |       pos
   12494       |       pos       |       pos
   12495       |       pos       |       pos
   12496       |       neg       |       pos
   12497       |       pos       |       pos
   12498       |       pos       |       pos
   12499       |       neg       |       pos
   12500       |       pos       |       pos
   12501       |       neg       |       neg
   12502       |       neg       |       neg
   12503       |       neg       |       neg
   12504       |       neg       |       neg
   12505       |       pos       |       neg
   12506       |       neg       |       neg
   12507       |       pos       |       neg
   12508       |       neg       |       neg
   12509       |       neg       |       neg
   12510       |       neg       |       neg
   12511       |       neg       |       neg
   12512       |       neg       |       neg
   12513       |       neg       |       neg
   12514       |       neg       |       neg
   12515       |       neg       |       neg
   12516       |       pos       |       neg
   12517       |       neg       |       neg
   12518       |       neg       |       neg
   12519       |       neg       |       neg
   12520       |       neg       |       neg
   12521       |       neg       |       neg
   12522       |       neg       |       neg
   12523       |       pos       |       neg
   12524       |       pos       |       neg
   12525       |       neg       |       neg
   12526       |       neg       |       neg
   12527       |       pos       |       neg
   12528       |       neg       |       neg
   12529       |       pos       |       neg
   12530       |       neg       |       neg
   12531       |       neg       |       neg
   12532       |       neg       |       neg
   12533       |       neg       |       neg
   12534       |       neg       |       neg
   12535       |       neg       |       neg
   12536       |       neg       |       neg
   12537       |       neg       |       neg
   12538       |       neg       |       neg
   12539       |       neg       |       neg
   12540       |       neg       |       neg
   12541       |       neg       |       neg
   12542       |       neg       |       neg
   12543       |       neg       |       neg
   12544       |       pos       |       neg
   12545       |       neg       |       neg
   12546       |       neg       |       neg
   12547       |       neg       |       neg
   12548       |       neg       |       neg
   12549       |       neg       |       neg
   12550       |       neg       |       neg
   12551       |       neg       |       neg
   12552       |       neg       |       neg
   12553       |       neg       |       neg
   12554       |       neg       |       neg
   12555       |       neg       |       neg
   12556       |       neg       |       neg
   12557       |       pos       |       neg
   12558       |       neg       |       neg
   12559       |       neg       |       neg
   12560       |       neg       |       neg
   12561       |       neg       |       neg
   12562       |       neg       |       neg
   12563       |       pos       |       neg
   12564       |       neg       |       neg
   12565       |       neg       |       neg
   12566       |       neg       |       neg
   12567       |       neg       |       neg
   12568       |       neg       |       neg
   12569       |       neg       |       neg
   12570       |       neg       |       neg
   12571       |       neg       |       neg
   12572       |       neg       |       neg
   12573       |       neg       |       neg
   12574       |       neg       |       neg
   12575       |       neg       |       neg
   12576       |       neg       |       neg
   12577       |       neg       |       neg
   12578       |       neg       |       neg
   12579       |       neg       |       neg
   12580       |       neg       |       neg
   12581       |       neg       |       neg
   12582       |       neg       |       neg
   12583       |       neg       |       neg
   12584       |       neg       |       neg
   12585       |       pos       |       neg
   12586       |       pos       |       neg
   12587       |       neg       |       neg
   12588       |       pos       |       neg
   12589       |       neg       |       neg
   12590       |       neg       |       neg
   12591       |       neg       |       neg
   12592       |       neg       |       neg
   12593       |       neg       |       neg
   12594       |       neg       |       neg
   12595       |       neg       |       neg
   12596       |       neg       |       neg
   12597       |       neg       |       neg
   12598       |       neg       |       neg
   12599       |       neg       |       neg
   12600       |       neg       |       neg
   12601       |       neg       |       neg
   12602       |       neg       |       neg
   12603       |       neg       |       neg
   12604       |       neg       |       neg
   12605       |       neg       |       neg
   12606       |       neg       |       neg
   12607       |       pos       |       neg
   12608       |       neg       |       neg
   12609       |       pos       |       neg
   12610       |       neg       |       neg
   12611       |       neg       |       neg
   12612       |       neg       |       neg
   12613       |       neg       |       neg
   12614       |       neg       |       neg
   12615       |       pos       |       neg
   12616       |       neg       |       neg
   12617       |       neg       |       neg
   12618       |       neg       |       neg
   12619       |       neg       |       neg
   12620       |       neg       |       neg
   12621       |       neg       |       neg
   12622       |       neg       |       neg
   12623       |       neg       |       neg
   12624       |       neg       |       neg
   12625       |       neg       |       neg
   12626       |       neg       |       neg
   12627       |       neg       |       neg
   12628       |       neg       |       neg
   12629       |       neg       |       neg
   12630       |       neg       |       neg
   12631       |       neg       |       neg
   12632       |       neg       |       neg
   12633       |       neg       |       neg
   12634       |       neg       |       neg
   12635       |       pos       |       neg
   12636       |       neg       |       neg
   12637       |       neg       |       neg
   12638       |       neg       |       neg
   12639       |       neg       |       neg
   12640       |       neg       |       neg
   12641       |       neg       |       neg
   12642       |       neg       |       neg
   12643       |       pos       |       neg
   12644       |       neg       |       neg
   12645       |       neg       |       neg
   12646       |       neg       |       neg
   12647       |       neg       |       neg
   12648       |       neg       |       neg
   12649       |       neg       |       neg
   12650       |       neg       |       neg
